,over_under_line,offensive_defensive_rank_diff,offensive_offensive_rank_dif,offense_defense_passing_completion,offense_rushing_vs_defense_rushing_allowed_yards,defense_offense_rank_dif,QB_rating,beat_spread,target_spread
1346,45.0,13,13,-0.02681370091896396,1.1112451737451738,13,82.8,0,-6.0
1347,41.5,29,29,0.055612002980424124,1.1626384093344444,29,98.3,1,1.5
1348,46.0,11,11,0.05420203735144313,1.1182966261973033,11,77.1,1,-7.0
1349,41.0,21,21,0.09397567994059243,1.09048178613396,21,81.4,0,-13.5
1350,41.5,0,0,0.0,0.995385629531971,0,79.7,0,-1.5
1351,41.5,0,0,0.0,0.995385629531971,0,79.7,0,13.0
1352,46.0,0,0,0.0,0.995385629531971,0,79.7,0,7.0
1353,41.5,0,0,0.0,0.995385629531971,0,79.7,1,11.0
1354,45.0,0,0,0.0,0.995385629531971,0,79.7,1,6.0
1355,41.0,0,0,0.0,0.995385629531971,0,79.7,0,9.5
1356,36.5,0,0,0.0,0.995385629531971,0,79.7,0,3.5
1357,41.0,0,0,0.0,0.995385629531971,0,79.7,1,13.5
1358,41.0,25,25,0.024614667598788387,1.160059490230268,25,84.4,1,-9.5
1359,41.5,19,19,0.04681523628892048,1.0764554285336678,19,94.4,1,-13.0
1360,43.5,-21,-21,-0.054737050739957716,1.1149912696433026,-21,79.1,1,7.0
1361,43.5,-18,-18,-0.08415032679738554,0.9535110987016614,-18,86.0,1,4.5
1362,47.0,-24,-24,-0.16485191637630658,1.1746162280701755,-24,61.4,1,9.0
1363,45.5,1,1,0.008132309941520699,0.8851674641148326,1,98.4,0,3.0
1364,45.5,-9,-9,-0.12495039682539676,1.0820018796992483,-9,82.8,0,8.0
1365,42.0,-1,-1,-0.01634149029982357,1.0617848970251715,-1,81.4,0,3.0
1366,47.0,-22,-22,-0.1008406057494866,0.9691912708600772,-22,79.7,1,10.5
1367,47.0,2,2,0.027135128913443832,1.236517218973359,2,100.8,0,-3.5
1368,47.0,0,0,0.0,1.0038540286643385,0,94.1,0,-9.0
1369,43.5,0,0,0.0,1.0038540286643385,0,94.1,0,-7.0
1370,42.0,0,0,0.0,1.0038540286643385,0,94.1,1,-3.0
1371,47.0,0,0,0.0,1.0038540286643385,0,94.1,1,3.5
1372,45.5,0,0,0.0,1.0038540286643385,0,94.1,1,-3.0
1373,47.0,0,0,0.0,1.0038540286643385,0,94.1,0,-10.5
1374,43.5,0,0,0.0,1.0038540286643385,0,94.1,0,-4.5
1375,45.5,0,0,0.0,1.0038540286643385,0,94.1,1,-8.0
1376,40.0,-19,-19,-0.0918151615826034,1.086401749908859,-19,79.1,0,3.0
1377,38.0,-22,-22,-0.19761075161772024,1.1444978632478633,-22,61.4,0,9.5
1378,44.5,3,3,-0.031411862990810224,0.8624708624708626,3,98.4,0,3.0
1379,41.0,-11,-11,-0.07541094729706821,1.145210575262389,-11,81.9,0,8.5
1380,43.0,-6,-6,-0.05141093474426794,0.9258904021996291,-6,93.9,0,1.0
1381,45.5,0,0,0.0,1.0015865704488458,0,99.1,0,6.0
1382,40.0,0,0,0.0,1.0015865704488458,0,99.1,0,-3.0
1383,38.0,0,0,0.0,1.0015865704488458,0,99.1,1,-9.5
1384,43.0,0,0,0.0,1.0015865704488458,0,99.1,1,-1.0
1385,44.5,0,0,0.0,1.0015865704488458,0,99.1,1,-3.0
1386,47.0,0,0,0.0,1.0015865704488458,0,99.1,1,3.0
1387,40.5,0,0,0.0,1.0015865704488458,0,99.1,0,-2.5
1388,41.0,0,0,0.0,1.0015865704488458,0,99.1,1,-8.5
1389,39.0,0,0,0.0,1.0015865704488458,0,99.1,0,-3.0
1390,47.0,-5,-5,-0.044654088050314455,1.101371496720334,-5,92.4,0,-3.0
1391,40.5,-2,-2,-0.13667902290656775,1.0999476713762428,-2,79.8,1,2.5
1392,45.5,2,2,-0.03922518159806298,0.978114181775509,2,94.1,1,-6.0
1393,39.0,7,7,-0.10748058088483624,1.1465278907139371,7,97.6,1,3.0
1394,37.5,-8,-8,-0.017742167980011492,0.9415481832543444,-8,79.1,0,-4.5
1395,38.5,-11,-11,-0.13216661387393092,0.9918981481481484,-11,61.4,0,2.5
1396,52.5,7,7,0.0007030241563710238,1.0046296296296295,7,86.3,0,-2.0
1397,44.5,14,14,0.04758771929824568,0.7474747474747475,14,98.4,1,-7.5
1398,41.0,0,0,0.0,0.9925158318940702,0,81.9,0,2.5
1399,52.5,0,0,0.0,0.9925158318940702,0,81.9,1,2.0
1400,44.5,0,0,0.0,0.9925158318940702,0,81.9,0,-3.0
1401,37.5,0,0,0.0,0.9925158318940702,0,81.9,1,4.5
1402,41.5,0,0,0.0,0.9925158318940702,0,81.9,1,14.0
1403,38.5,0,0,0.0,0.9925158318940702,0,81.9,1,-2.5
1404,46.5,0,0,0.0,0.9925158318940702,0,81.9,0,3.0
1405,44.5,0,0,0.0,0.9925158318940702,0,81.9,0,7.5
1406,44.5,11,11,0.08156158357771259,0.8680416943889998,11,99.1,1,3.0
1407,41.0,6,6,0.03326543739279586,0.9545219638242894,6,92.4,1,-2.5
1408,46.5,9,9,-0.06626519687896926,0.9532879818594104,9,79.8,1,-3.0
1409,41.5,13,13,0.03913713405238828,0.8476989575387744,13,94.1,0,-14.0
1410,41.0,-22,-22,-0.062362211846107025,1.2461667131307501,-22,79.1,0,3.0
1411,43.5,-19,-19,-0.09153821956590123,1.065688875019504,-19,86.0,1,3.5
1412,43.5,0,0,0.0,0.9893048128342248,0,98.4,1,3.5
1413,42.5,0,0,0.0,0.9893048128342248,0,98.4,1,2.0
1414,49.5,0,0,0.0,0.9893048128342248,0,98.4,0,4.0
1415,42.5,0,0,0.0,0.9893048128342248,0,98.4,1,-2.5
1416,41.0,0,0,0.0,0.9893048128342248,0,98.4,0,-3.0
1417,43.5,0,0,0.0,0.9893048128342248,0,98.4,0,3.0
1418,47.5,0,0,0.0,0.9893048128342248,0,98.4,1,-0.0
1419,43.5,0,0,0.0,0.9893048128342248,0,98.4,0,-3.5
1420,42.5,-14,-14,-0.045425999581327314,1.3136238951539163,-14,81.9,0,2.5
1421,42.5,-3,-3,0.03243056753493168,1.1488787131619116,-3,99.1,0,-2.0
1422,43.5,-2,-2,-0.024276377217553716,1.1867007672634269,-2,81.4,1,-3.0
1423,49.5,3,3,0.09755367547290272,1.3712241653418125,3,103.9,1,-4.0
1424,47.5,-11,-11,-0.047774782339682687,1.092006033182504,-11,90.6,0,-0.0
1425,43.5,-24,-24,-0.06500668449197866,1.156315318005375,-24,79.8,0,-3.5
1426,41.0,-9,-9,0.031601509116605975,1.0334065425962318,-9,79.1,0,-3.0
1427,45.5,3,3,-0.04502499342278343,1.002831010452962,3,82.8,0,-1.0
1428,44.5,19,19,0.03585827342733405,1.0492102718384009,19,98.3,0,6.0
1429,42.5,0,0,0.0,0.9935437589670014,0,78.8,1,13.5
1430,44.5,0,0,0.0,0.9935437589670014,0,78.8,1,6.5
1431,44.0,0,0,0.0,0.9935437589670014,0,78.8,0,1.5
1432,46.0,0,0,0.0,0.9935437589670014,0,78.8,1,12.0
1433,46.0,0,0,0.0,0.9935437589670014,0,78.8,0,13.0
1434,41.0,0,0,0.0,0.9935437589670014,0,78.8,1,3.0
1435,45.5,0,0,0.0,0.9935437589670014,0,78.8,1,1.0
1436,44.5,0,0,0.0,0.9935437589670014,0,78.8,1,-6.0
1437,46.0,4,4,0.0774964190710048,0.8807250167264765,4,93.9,0,-12.0
1438,44.0,-10,-10,-0.018713058867573573,0.8982748364069008,-10,79.7,1,-1.5
1439,42.5,9,9,0.027226121148772986,0.9714353867255056,9,94.4,0,-13.5
1440,46.0,17,17,0.01380725676893535,1.0905997009230135,17,97.6,1,-13.0
1441,44.5,-5,-5,-0.04944197047247745,0.8245092207019632,-5,76.2,0,-6.5
1442,37.0,3,3,0.1318507074321027,0.9415481832543444,3,79.1,1,-5.5
1443,38.0,6,6,0.09663147310206144,0.8051871500147363,6,86.0,1,-8.0
1444,40.0,0,0,0.0,0.9918981481481484,0,61.4,0,7.5
1445,42.0,0,0,0.0,0.9918981481481484,0,61.4,0,-1.0
1446,47.0,0,0,0.0,0.9918981481481484,0,61.4,0,9.5
1447,42.5,0,0,0.0,0.9918981481481484,0,61.4,0,10.5
1448,38.0,0,0,0.0,0.9918981481481484,0,61.4,0,8.0
1449,43.5,0,0,0.0,0.9918981481481484,0,61.4,1,13.5
1450,37.0,0,0,0.0,0.9918981481481484,0,61.4,0,5.5
1451,38.5,0,0,0.0,0.9918981481481484,0,61.4,1,5.0
1452,42.5,25,25,0.20713000449842567,0.7474747474747475,25,98.4,1,-10.5
1453,47.0,15,15,0.04777777777777792,0.9136904761904764,15,82.8,1,-9.5
1454,40.0,23,23,0.17782526115859465,0.8966183574879226,23,81.4,1,-7.5
1455,42.0,2,2,0.07664665929552994,0.8184281842818428,2,79.7,1,1.0
1456,43.5,19,19,0.15496767383559829,0.8459294616812517,19,95.1,0,-13.5
1457,38.5,24,24,0.19739243807040416,0.8476989575387744,24,94.1,0,-5.0
1458,43.0,0,0,0.0,1.0088016249153688,0,79.1,0,7.0
1459,44.5,0,0,0.0,1.0088016249153688,0,79.1,0,7.5
1460,38.5,0,0,0.0,1.0088016249153688,0,79.1,1,6.5
1461,47.5,0,0,0.0,1.0088016249153688,0,79.1,1,9.0
1462,44.0,0,0,0.0,1.0088016249153688,0,79.1,0,13.5
1463,40.5,0,0,0.0,1.0088016249153688,0,79.1,1,6.0
1464,43.5,0,0,0.0,1.0088016249153688,0,79.1,0,5.0
1465,38.5,0,0,0.0,1.0088016249153688,0,79.1,1,13.5
1466,40.5,3,3,-0.03111650158345125,0.8627005178729317,3,86.0,0,-6.0
1467,43.5,22,22,0.06650991740519685,0.8008658008658008,22,98.4,1,-5.0
1468,44.5,8,8,0.01806263834366706,1.0634098198865038,8,81.9,1,-7.5
1469,38.5,19,19,0.10109743930828063,0.9300446725596426,19,99.1,0,-13.5
1470,38.5,20,20,0.04061892034400638,0.9606625258799172,20,81.4,0,-6.5
1471,47.5,25,25,0.17055187977637587,1.1100386100386102,25,103.9,0,-9.0
1472,43.0,11,11,0.015557638238050675,0.8840048840048841,11,90.6,1,-7.0
1473,44.0,26,26,-0.01724915307937902,1.0646330413772274,26,97.6,1,-13.5
1474,42.5,-17,-17,-0.0689353427321342,0.9058355437665784,-17,86.0,0,-3.0
1475,42.0,-23,-23,-0.15097762547873414,1.1158854166666667,-23,61.4,0,6.5
1476,38.0,-12,-12,-0.02167583306373344,1.116580310880829,-12,81.9,0,2.0
1477,41.0,-10,-10,-0.036356971474273525,1.0344243792325056,-10,77.1,0,-3.0
1478,38.0,-1,-1,0.05811783524393487,0.9765469061876249,-1,99.1,1,-4.0
1479,42.5,0,0,0.0,1.008695652173913,0,81.4,1,3.0
1480,38.0,0,0,0.0,1.008695652173913,0,81.4,0,-4.0
1481,39.0,0,0,0.0,1.008695652173913,0,81.4,1,2.5
1482,38.0,0,0,0.0,1.008695652173913,0,81.4,0,4.0
1483,41.0,0,0,0.0,1.008695652173913,0,81.4,0,3.0
1484,38.0,0,0,0.0,1.008695652173913,0,81.4,1,-2.0
1485,43.0,0,0,0.0,1.008695652173913,0,81.4,1,6.0
1486,42.0,0,0,0.0,1.008695652173913,0,81.4,1,-6.5
1487,38.0,4,4,-0.06340270045634899,1.073055028462998,4,84.4,1,4.0
1488,39.0,-14,-14,-0.02865902426019729,1.05,-14,85.3,0,-2.5
1489,43.0,1,1,0.016612971004342336,0.9536613272311212,1,94.1,0,-6.0
1490,47.5,0,0,0.0,1.0064839375184202,0,86.0,1,9.0
1491,41.5,0,0,0.0,1.0064839375184202,0,86.0,1,-3.0
1492,40.0,0,0,0.0,1.0064839375184202,0,86.0,0,4.0
1493,38.0,0,0,0.0,1.0064839375184202,0,86.0,0,6.0
1494,40.5,0,0,0.0,1.0064839375184202,0,86.0,1,4.5
1495,38.0,0,0,0.0,1.0064839375184202,0,86.0,1,2.5
1496,42.5,0,0,0.0,1.0064839375184202,0,86.0,0,12.5
1497,40.0,0,0,0.0,1.0064839375184202,0,86.0,1,8.0
1498,41.5,-6,-6,-0.08811663304602979,1.2398726851851851,-6,61.4,0,3.0
1499,47.5,5,5,0.05075856902041576,1.2406447898675876,5,81.9,0,-9.0
1500,40.5,7,7,0.034990449915110355,1.1493604213694506,7,77.1,0,-4.5
1501,38.0,-1,-1,-0.015947554398363484,1.12569900316071,-1,73.0,0,-2.5
1502,42.5,16,16,0.13646010186757218,1.0850521179862498,16,99.1,1,-12.5
1503,40.0,17,17,0.07403926482873846,1.1207729468599033,17,81.4,0,-8.0
1504,38.0,21,21,0.005942275042444711,1.1922833649588866,21,84.4,1,-6.0
1505,40.0,18,18,0.09188224799286338,1.059623696923468,18,94.1,1,-4.0
1506,47.5,17,17,0.02165980564362191,1.1591880341880343,17,86.3,1,-3.5
1507,41.5,11,11,-0.027891754375891642,1.0444947209653093,11,78.8,1,3.0
1508,45.0,15,15,0.04744315360937357,0.9258904021996291,15,93.9,1,-7.5
1509,39.0,4,4,-0.0438711999924214,1.0391067721483478,4,73.0,0,-12.0
1510,41.5,8,8,0.013654664783264714,1.0769230769230769,8,85.3,0,-9.0
1511,44.5,13,13,0.0184299736334832,0.9520052596975674,13,90.6,0,-3.0
1512,47.5,0,0,0.0,1.008069764414942,0,79.8,0,3.5
1513,43.0,0,0,0.0,1.008069764414942,0,79.8,1,6.0
1514,44.5,0,0,0.0,1.008069764414942,0,79.8,1,3.0
1515,39.0,0,0,0.0,1.008069764414942,0,79.8,1,12.0
1516,41.5,0,0,0.0,1.008069764414942,0,79.8,0,-3.0
1517,45.0,0,0,0.0,1.008069764414942,0,79.8,0,7.5
1518,41.5,0,0,0.0,1.008069764414942,0,79.8,1,9.0
1519,39.0,0,0,0.0,1.008069764414942,0,79.8,0,3.0
1520,43.0,28,28,-0.014469606221360287,1.1465278907139371,28,97.6,0,-6.0
1521,39.0,6,6,-0.07595470155209061,0.8667917448405253,6,76.2,1,-3.0
1522,48.5,-13,-13,0.014591784989858025,1.0513565891472867,-13,86.3,0,-6.0
1523,40.5,0,0,0.0,1.0004097940784755,0,98.3,0,-2.0
1524,48.5,0,0,0.0,1.0004097940784755,0,98.3,1,6.0
1525,42.5,0,0,0.0,1.0004097940784755,0,98.3,1,2.5
1526,42.5,0,0,0.0,1.0004097940784755,0,98.3,1,-5.5
1527,45.5,0,0,0.0,1.0004097940784755,0,98.3,0,2.5
1528,44.5,0,0,0.0,1.0004097940784755,0,98.3,1,-7.0
1529,47.5,0,0,0.0,1.0004097940784755,0,98.3,1,-1.0
1530,46.0,0,0,0.0,1.0004097940784755,0,98.3,0,-5.5
1531,40.5,-19,-19,-0.03461696869851727,0.9473324213406292,-19,78.8,0,2.0
1532,46.0,-18,-18,-0.0013356854838709742,0.9622552364953542,-18,77.1,1,5.5
1533,45.5,-9,-9,0.09657258064516117,0.9084157266861626,-9,99.1,1,-2.5
1534,42.5,-4,-4,-0.029364326375711625,0.998190724151626,-4,84.4,0,-2.5
1535,47.5,-10,-10,-0.008333333333333416,0.9262523454824588,-10,94.4,0,1.0
1536,42.5,-30,-30,-0.006918174342105289,0.9142958328414592,-30,79.8,0,5.5
1537,44.5,-24,-24,-0.08234740802675589,0.7861599546228021,-24,76.2,0,7.0
1538,47.0,2,2,-0.02461551051902422,1.2557870370370372,2,86.3,1,2.0
1539,46.0,15,15,-0.038643419046877285,1.1949339207048455,15,98.3,0,-2.5
1540,46.0,0,0,0.0,1.0030479357162647,0,93.9,1,2.5
1541,49.5,0,0,0.0,1.0030479357162647,0,93.9,0,7.0
1542,49.0,0,0,0.0,1.0030479357162647,0,93.9,0,4.5
1543,44.5,0,0,0.0,1.0030479357162647,0,93.9,1,8.0
1544,52.5,0,0,0.0,1.0030479357162647,0,93.9,1,7.5
1545,47.0,0,0,0.0,1.0030479357162647,0,93.9,0,-2.0
1546,46.5,0,0,0.0,1.0030479357162647,0,93.9,0,6.0
1547,41.0,0,0,0.0,1.0030479357162647,0,93.9,0,-4.5
1548,49.5,10,10,0.04032989953349131,1.3052126200274348,10,100.8,1,-7.0
1549,46.5,3,3,-0.023039925655335414,1.057411827101565,3,95.1,1,-6.0
1550,52.5,12,12,0.12069336315540458,1.2950450450450448,12,103.9,0,-7.5
1551,44.5,5,5,-0.046654723888153386,1.1063569682151593,5,94.4,0,-8.0
1552,41.0,-15,-15,-0.04529425147884125,1.0920755781161873,-15,79.8,1,4.5
1553,49.0,13,13,-0.05910846771721145,1.2420718816067653,13,97.6,1,-4.5
1554,47.0,-3,-3,0.02311776637632756,1.1302083333333333,-3,86.3,0,-4.5
1555,50.5,-10,-10,0.022398995185262786,1.116580310880829,-10,81.9,1,-3.0
1556,47.5,10,10,0.008403361344537784,1.0754405286343611,10,98.3,0,-1.0
1557,43.0,-9,-9,-0.02650450625060563,1.0183823529411764,-9,78.8,0,7.0
1558,42.0,-8,-8,0.007056451612903247,1.0344243792325056,-8,77.1,1,-3.0
1559,40.0,6,6,-0.021207724076347745,1.073055028462998,6,84.4,1,-3.0
1560,50.5,0,0,0.0,0.9957212713936432,0,94.4,0,3.0
1561,42.0,0,0,0.0,0.9957212713936432,0,94.4,0,3.0
1562,47.5,0,0,0.0,0.9957212713936432,0,94.4,1,1.0
1563,39.0,0,0,0.0,0.9957212713936432,0,94.4,1,-3.5
1564,40.0,0,0,0.0,0.9957212713936432,0,94.4,0,-6.0
1565,43.0,0,0,0.0,0.9957212713936432,0,94.4,1,-7.0
1566,40.0,0,0,0.0,0.9957212713936432,0,94.4,0,3.0
1567,47.0,0,0,0.0,0.9957212713936432,0,94.4,1,4.5
1568,39.0,-20,-20,0.001427051083591424,0.9828680203045684,-20,79.8,0,3.5
1569,40.0,-14,-14,-0.07463604170765292,0.8451219512195122,-14,76.2,0,6.0
1570,42.0,0,0,0.0,1.0046296296296295,0,86.3,0,-2.0
1571,46.5,0,0,0.0,1.0046296296296295,0,86.3,1,-3.0
1572,48.5,0,0,0.0,1.0046296296296295,0,86.3,1,-6.5
1573,50.0,0,0,0.0,1.0046296296296295,0,86.3,1,-2.0
1574,49.0,0,0,0.0,1.0046296296296295,0,86.3,0,3.5
1575,42.0,0,0,0.0,1.0046296296296295,0,86.3,1,-4.0
1576,46.0,0,0,0.0,1.0046296296296295,0,86.3,0,-3.0
1577,41.0,0,0,0.0,1.0046296296296295,0,86.3,1,-3.5
1578,48.5,-6,-6,-0.048501036984906376,0.9052287581699344,-6,78.8,0,6.5
1579,50.0,-2,-2,0.025236725398537718,0.8024383485730119,-2,93.9,0,2.0
1580,42.0,-13,-13,-0.06414170869212221,0.900559202528568,-13,73.0,1,2.0
1581,49.0,-1,-1,0.032539537155767066,0.9545219638242894,-1,92.4,1,-3.5
1582,46.0,-9,-9,-0.007835427033673126,0.9333333333333332,-9,85.3,0,3.0
1583,42.0,-17,-17,-0.02120060466700735,0.8736604624929498,-17,79.8,0,4.0
1584,41.0,11,11,-0.03536344648718137,0.9936575052854122,11,97.6,0,3.5
1585,46.5,-11,-11,-0.09554502061889147,0.7512195121951221,-11,76.2,0,3.0
1586,48.0,18,18,0.15743932101640554,0.9893048128342248,18,98.4,1,2.0
1587,37.5,8,8,0.00464672004495026,1.209296218487395,8,82.8,1,-2.0
1588,46.0,24,24,0.08973701894055885,1.2652241513345426,24,98.3,1,-3.0
1589,39.0,5,5,0.05201362666627807,1.1980968858131489,5,78.8,0,2.0
1590,40.0,9,9,0.13354091554681544,1.0620507554642804,9,93.9,1,-4.0
1591,44.5,-5,-5,0.032327233740982335,1.0832137733142038,-5,79.7,1,7.5
1592,38.0,14,14,0.08065587711605415,1.1714367898748743,14,94.4,0,-8.0
1593,45.0,22,22,0.06653904893407803,1.3151349334659868,22,97.6,1,-6.5
1594,48.0,0,0,0.0,0.9942611190817792,0,76.2,0,-2.0
1595,44.5,0,0,0.0,0.9942611190817792,0,76.2,0,-7.5
1596,45.0,0,0,0.0,0.9942611190817792,0,76.2,0,6.5
1597,46.0,0,0,0.0,0.9942611190817792,0,76.2,0,3.0
1598,39.0,0,0,0.0,0.9942611190817792,0,76.2,1,-2.0
1599,37.5,0,0,0.0,0.9942611190817792,0,76.2,0,2.0
1600,40.0,0,0,0.0,0.9942611190817792,0,76.2,0,4.0
1601,38.0,0,0,0.0,0.9942611190817792,0,76.2,1,8.0
1602,44.5,7,-8,0.035519836242984486,0.8050456363449903,-2,100.7,1,-1.0
1603,46.0,10,-5,-0.013138516740005546,1.0478806907378335,-9,92.9,0,3.0
1604,49.5,5,-10,-0.09606832069756444,0.9399672277670192,-11,88.8,1,5.5
1605,50.5,11,-4,-0.09971733668341708,1.0216338787767358,-12,93.7,1,-4.0
1606,61.5,22,7,0.07902227902518377,0.8774210321071102,-4,112.3,1,-11.5
1607,44.5,15,0,0.019603691064723927,0.9145880574452004,-15,108.0,0,1.0
1608,57.0,15,0,0.019603691064723927,0.9145880574452004,-15,108.0,0,3.5
1609,46.5,15,0,0.019603691064723927,0.9145880574452004,-15,108.0,1,1.5
1610,49.5,15,0,0.019603691064723927,0.9145880574452004,-15,108.0,0,-5.5
1611,61.5,15,0,0.019603691064723927,0.9145880574452004,-15,108.0,0,11.5
1612,50.5,15,0,0.019603691064723927,0.9145880574452004,-15,108.0,0,4.0
1613,46.0,15,0,0.019603691064723927,0.9145880574452004,-15,108.0,1,-3.0
1614,51.5,15,0,0.019603691064723927,0.9145880574452004,-15,108.0,0,-2.5
1615,57.0,17,2,-0.020811605195790284,0.85477669328601,-7,95.5,1,-3.5
1616,51.5,13,-2,-0.040482412060301454,0.7990136928807512,-21,94.1,1,2.5
1617,46.5,-4,-19,-0.1019192228332232,0.8744947254264025,-5,78.1,0,-1.5
1618,45.5,-8,-13,-0.005617000556483065,1.0114675943821674,-7,100.7,0,-6.5
1619,48.0,5,0,-0.053183229813664516,1.079688285570639,-5,98.2,1,6.0
1620,45.5,5,0,-0.053183229813664516,1.079688285570639,-5,98.2,1,6.5
1621,49.5,5,0,-0.053183229813664516,1.079688285570639,-5,98.2,0,10.5
1622,47.5,5,0,-0.053183229813664516,1.079688285570639,-5,98.2,0,2.5
1623,51.0,5,0,-0.053183229813664516,1.079688285570639,-5,98.2,1,-3.5
1624,45.5,5,0,-0.053183229813664516,1.079688285570639,-5,98.2,0,-4.0
1625,49.0,5,0,-0.053183229813664516,1.079688285570639,-5,98.2,1,4.0
1626,42.5,5,0,-0.053183229813664516,1.079688285570639,-5,98.2,1,-5.5
1627,48.5,5,0,-0.053183229813664516,1.079688285570639,-5,98.2,1,2.0
1628,54.0,5,0,-0.053183229813664516,1.079688285570639,-5,98.2,0,4.0
1629,49.5,6,1,-0.07050304878048774,1.0926939169616994,-2,97.8,1,-10.5
1630,51.0,-18,-23,-0.030257044364508382,1.0786457298085206,-27,93.6,0,3.5
1631,45.5,-21,-26,-0.13363844838308447,1.0620069033530573,0,79.1,1,4.0
1632,47.5,-13,-18,-0.1946067907124681,1.014383989993746,-24,73.0,1,-2.5
1633,42.5,-17,-22,-0.05364464149504199,1.1397885739991005,2,89.8,0,5.5
1634,48.0,-19,-24,-0.13759618533071385,1.0987241422024032,-10,78.1,0,-6.0
1635,49.0,-1,-6,-0.03764204545454541,1.0978922207735766,1,102.9,0,-4.0
1636,48.5,-1,-6,-0.03764204545454541,1.0978922207735766,1,102.9,0,-2.0
1637,54.0,9,4,-0.06790487421383651,1.2290465778837871,-19,113.8,1,-4.0
1638,48.0,-9,1,0.1249754882476084,0.9621277117293788,7,100.7,0,-3.5
1639,45.0,-5,5,-0.02194444444444432,1.2209770746356112,-3,93.7,1,2.0
1640,45.0,-10,0,0.11988579810361988,1.0200177632028422,10,99.7,0,-2.0
1641,48.5,-10,0,0.11988579810361988,1.0200177632028422,10,99.7,1,7.5
1642,48.0,-10,0,0.11988579810361988,1.0200177632028422,10,99.7,1,3.5
1643,45.0,-10,0,0.11988579810361988,1.0200177632028422,10,99.7,1,-3.5
1644,44.0,-10,0,0.11988579810361988,1.0200177632028422,10,99.7,0,2.5
1645,49.5,-10,0,0.11988579810361988,1.0200177632028422,10,99.7,0,6.0
1646,45.5,-10,0,0.11988579810361988,1.0200177632028422,10,99.7,0,3.0
1647,42.5,-10,0,0.11988579810361988,1.0200177632028422,10,99.7,1,-6.5
1648,49.5,5,15,0.05156794425087119,1.039391774670885,12,97.8,1,-6.0
1649,42.5,-16,-6,0.04322216691554659,1.0021733880705144,3,88.5,0,6.5
1650,48.5,7,17,0.03456293315448256,1.185504011902864,-1,100.7,0,-7.5
1651,45.0,-14,-4,-0.08883436326184424,0.9649018441403928,-10,73.0,0,3.5
1652,44.0,0,10,0.0728670634920634,1.0100062539086931,18,95.4,1,-2.5
1653,45.5,3,13,0.04709862086911265,1.169270119667489,8,110.9,1,-3.0
1654,45.0,1,-3,0.05576338278623005,0.8393028974660537,3,100.7,0,-5.0
1655,44.0,4,0,0.006153799707153461,1.0924713584288053,-4,92.9,0,5.5
1656,44.5,4,0,0.006153799707153461,1.0924713584288053,-4,92.9,0,-1.0
1657,45.0,4,0,0.006153799707153461,1.0924713584288053,-4,92.9,1,5.0
1658,51.0,4,0,0.006153799707153461,1.0924713584288053,-4,92.9,0,3.5
1659,48.0,4,0,0.006153799707153461,1.0924713584288053,-4,92.9,0,-4.0
1660,52.0,4,0,0.006153799707153461,1.0924713584288053,-4,92.9,0,-3.5
1661,47.5,4,0,0.006153799707153461,1.0924713584288053,-4,92.9,0,-1.0
1662,42.0,4,0,0.006153799707153461,1.0924713584288053,-4,92.9,1,8.0
1663,47.5,-1,-5,-0.07839721254355403,0.9799658332039136,-6,88.8,1,1.0
1664,42.0,16,12,0.10011626193322297,0.9147580973031576,1,112.3,0,-8.0
1665,48.0,-6,-10,-0.0209602116255887,0.8742363598061934,-1,88.5,1,4.0
1666,44.0,9,5,0.039536090284250085,0.9535066981875492,-10,108.0,1,-5.5
1667,51.0,11,7,-0.0016692912090848775,0.8911501695960529,-2,95.5,1,-3.5
1668,52.0,7,3,-0.02172464589235124,0.833014275556528,-16,94.1,1,3.5
1669,44.5,-10,-14,-0.08436249492144242,0.911707266933909,0,78.1,1,1.0
1670,45.5,-12,4,0.04044433729239905,1.0380851626553822,10,100.7,0,-7.5
1671,42.5,-9,7,-0.008445414551279895,1.3512145748987856,3,92.9,1,-2.5
1672,46.5,1,17,-0.009325232284597251,1.1081011351909185,12,98.2,1,-3.0
1673,38.5,-10,6,-0.032328321516538194,1.2265834076717217,-1,92.7,0,-7.5
1674,50.0,-4,12,0.02445250155671053,1.1793372319688111,-3,108.0,0,-3.5
1675,42.5,-16,0,-0.0023628683256725624,1.1767174199736243,16,96.7,0,2.5
1676,40.0,-16,0,-0.0023628683256725624,1.1767174199736243,16,96.7,0,1.0
1677,45.5,-16,0,-0.0023628683256725624,1.1767174199736243,16,96.7,1,3.5
1678,40.5,-16,0,-0.0023628683256725624,1.1767174199736243,16,96.7,0,-1.0
1679,45.5,-16,0,-0.0023628683256725624,1.1767174199736243,16,96.7,1,7.5
1680,50.0,-16,0,-0.0023628683256725624,1.1767174199736243,16,96.7,1,3.5
1681,46.5,-16,0,-0.0023628683256725624,1.1767174199736243,16,96.7,0,3.0
1682,38.5,-16,0,-0.0023628683256725624,1.1767174199736243,16,96.7,1,7.5
1683,48.0,-16,0,-0.0023628683256725624,1.1767174199736243,16,96.7,0,7.5
1684,48.0,4,20,-0.04317457880799791,1.2790964338951956,2,100.7,1,-7.5
1685,40.5,-23,-7,-0.09764832470570606,1.127637935418256,7,78.1,1,1.0
1686,45.5,-5,11,0.006935843448104828,1.12678412132025,18,102.9,0,-3.5
1687,40.0,0,16,-0.03158082815919972,1.2615809185886064,11,110.9,1,-1.0
