,over_under_line,offensive_defensive_rank_diff,offensive_offensive_rank_dif,offense_defense_passing_completion,offense_rushing_vs_defense_rushing_allowed_yards,defense_offense_rank_dif,QB_rating,beat_spread,target_spread
655,50.5,18,5,0.15506260403850325,0.9581958195819582,-24,102.5,0,-3.0
656,47.0,6,-7,0.0046881049167633035,1.0210084033613445,-9,93.7,0,1.5
657,50.5,13,0,0.04885721885742345,0.9841269841269842,-13,95.3,1,3.0
658,47.0,13,0,0.04885721885742345,0.9841269841269842,-13,95.3,1,-1.5
659,45.0,13,0,0.04885721885742345,0.9841269841269842,-13,95.3,1,3.5
660,47.5,13,0,0.04885721885742345,0.9841269841269842,-13,95.3,1,2.0
661,48.0,13,0,0.04885721885742345,0.9841269841269842,-13,95.3,1,1.0
662,46.0,13,0,0.04885721885742345,0.9841269841269842,-13,95.3,0,3.5
663,49.5,13,0,0.04885721885742345,0.9841269841269842,-13,95.3,1,-2.5
664,40.0,13,0,0.04885721885742345,0.9841269841269842,-13,95.3,0,1.0
665,38.0,13,0,0.04885721885742345,0.9841269841269842,-13,95.3,0,4.0
666,49.5,11,-2,-0.0075220773759461235,0.8431044109436071,-22,87.6,0,2.5
667,48.0,1,-12,0.013033800320702005,0.7927397596271768,-8,87.0,0,-1.0
668,41.5,-18,0,0.07285861713106279,0.8417470221213841,18,83.9,1,3.5
669,42.5,-18,0,0.07285861713106279,0.8417470221213841,18,83.9,1,-3.0
670,44.0,-18,0,0.07285861713106279,0.8417470221213841,18,83.9,0,-3.0
671,44.5,-18,0,0.07285861713106279,0.8417470221213841,18,83.9,0,1.0
672,50.0,-18,0,0.07285861713106279,0.8417470221213841,18,83.9,1,3.0
673,38.5,-18,0,0.07285861713106279,0.8417470221213841,18,83.9,1,-3.5
674,44.0,-18,0,0.07285861713106279,0.8417470221213841,18,83.9,0,2.0
675,38.0,-18,0,0.07285861713106279,0.8417470221213841,18,83.9,0,3.5
676,38.5,-21,-3,0.06333395978199596,0.967607973421927,-3,79.5,0,3.5
677,38.0,-9,9,0.2059182647417941,0.9866787085120796,15,93.2,1,-3.5
678,50.0,2,20,0.2632803863385116,1.0027630670043748,-9,102.5,0,-3.0
679,44.0,-10,8,0.09881730469965744,1.0684971663083838,6,93.7,1,-2.0
680,44.5,-3,15,0.14712462166074491,1.0299003322259137,2,95.3,1,-1.0
681,44.0,-5,13,0.08546315077755251,0.8823185695921468,-7,87.6,1,3.0
682,41.5,-20,-2,0.1663009786507852,0.9224110960475546,14,91.8,0,-3.5
683,42.5,-15,3,0.10794490806703294,0.8296113763540223,7,87.0,0,3.0
684,49.5,9,13,-0.06369500629009384,0.986557302346776,5,83.5,1,-7.0
685,47.0,14,18,0.0998878388313773,1.040811919671777,-8,116.8,0,-2.5
686,47.5,10,14,0.06264282432682378,1.0912734560029151,14,103.0,0,-7.0
687,45.0,2,6,0.05572621422765511,0.9642541924095324,12,93.2,0,-7.0
688,53.0,13,17,0.10594412471459468,0.97997299729973,-12,102.5,1,-3.0
689,45.0,-12,-8,-0.07689418172640683,1.0018856689162363,-13,83.4,0,-1.0
690,46.5,0,4,-0.14165058532665165,0.9100943206903471,-7,75.1,0,-6.0
691,49.0,6,10,-0.049726721653582384,0.8622658748286889,-10,87.6,0,-3.5
692,47.0,-4,0,-0.030044972727182206,0.8107565723459763,4,87.0,1,2.5
693,49.5,-4,0,-0.030044972727182206,0.8107565723459763,4,87.0,0,7.0
694,46.5,-4,0,-0.030044972727182206,0.8107565723459763,4,87.0,1,6.0
695,45.0,-4,0,-0.030044972727182206,0.8107565723459763,4,87.0,1,1.0
696,45.0,-4,0,-0.030044972727182206,0.8107565723459763,4,87.0,1,7.0
697,49.0,-4,0,-0.030044972727182206,0.8107565723459763,4,87.0,1,3.5
698,47.5,-4,0,-0.030044972727182206,0.8107565723459763,4,87.0,1,7.0
699,53.0,-4,0,-0.030044972727182206,0.8107565723459763,4,87.0,0,3.0
700,43.5,17,26,-0.08715415990957798,1.11303900777585,18,83.5,0,-10.0
701,45.0,21,30,0.07823465686967168,1.1056105610561056,1,102.5,1,-8.0
702,38.5,-7,2,-0.12937950937950948,1.1053858422279474,4,67.6,0,1.0
703,39.5,5,14,-0.0006998684247362387,1.0122796971432206,29,93.4,1,-15.0
704,43.5,-4,5,-0.10002262955419794,1.1303325495465235,0,83.4,1,2.5
705,44.0,3,12,0.00571856127411685,0.9597069597069596,19,93.3,1,-2.5
706,43.5,-9,0,-0.10376687988628286,0.856068376068376,9,69.5,0,-2.5
707,40.5,-9,0,-0.10376687988628286,0.856068376068376,9,69.5,1,3.5
708,43.5,-9,0,-0.10376687988628286,0.856068376068376,9,69.5,1,10.0
709,44.0,-9,0,-0.10376687988628286,0.856068376068376,9,69.5,0,2.5
710,38.5,-9,0,-0.10376687988628286,0.856068376068376,9,69.5,1,-1.0
711,45.0,-9,0,-0.10376687988628286,0.856068376068376,9,69.5,0,8.0
712,45.0,-9,0,-0.10376687988628286,0.856068376068376,9,69.5,0,13.5
713,39.5,-9,0,-0.10376687988628286,0.856068376068376,9,69.5,0,15.0
714,45.0,20,29,0.030187590187590093,0.995850622406639,31,109.5,1,-13.5
715,40.5,4,13,-0.05434722908771361,0.9146997226467424,17,87.0,0,-3.5
716,45.5,22,24,-0.06882076355492905,1.1732032784664364,16,83.5,1,-7.0
717,44.5,15,17,0.04994669115706585,1.146680661243768,23,93.2,1,-3.0
718,40.5,-2,0,-0.1118941577154834,1.1651364282943228,2,67.6,1,-0.0
719,44.5,-2,0,-0.1118941577154834,1.1651364282943228,2,67.6,0,3.0
720,50.0,-2,0,-0.1118941577154834,1.1651364282943228,2,67.6,0,10.0
721,45.5,-2,0,-0.1118941577154834,1.1651364282943228,2,67.6,0,7.0
722,45.5,-2,0,-0.1118941577154834,1.1651364282943228,2,67.6,1,-2.5
723,45.0,-2,0,-0.1118941577154834,1.1651364282943228,2,67.6,0,3.5
724,43.0,-2,0,-0.1118941577154834,1.1651364282943228,2,67.6,1,3.0
725,45.0,-2,0,-0.1118941577154834,1.1651364282943228,2,67.6,0,17.0
726,43.0,1,3,-0.08194768073155423,1.191431606278768,-2,83.4,0,-3.0
727,40.5,18,20,-0.05233526672260125,1.4447374203471763,13,86.7,0,-0.0
728,45.5,-3,-1,-0.0637309465359418,1.322007722007722,0,77.4,0,2.5
729,45.0,25,27,0.05087765260675914,1.0496803857799708,29,109.5,1,-17.0
730,50.0,17,19,0.004027812699456622,1.1630212119209675,20,93.9,1,-10.0
731,45.0,11,13,0.04048477818256524,1.214219145253628,12,95.5,1,-3.5
732,43.0,-3,12,-0.03813848643289408,1.2767212148017104,4,83.5,0,-2.5
733,51.0,2,17,0.12990936555891253,1.3469330725164177,-9,116.8,1,-6.5
734,50.0,1,16,0.13613095825078214,1.2682003494467091,-13,102.5,1,1.0
735,40.0,-27,-12,-0.08263114528975557,1.2679425837320577,-10,67.6,0,1.0
736,38.0,-15,0,0.052958007640787175,1.161144358487812,15,93.4,0,-5.5
737,40.0,-15,0,0.052958007640787175,1.161144358487812,15,93.4,1,-1.0
738,43.0,-15,0,0.052958007640787175,1.161144358487812,15,93.4,1,2.5
739,50.0,-15,0,0.052958007640787175,1.161144358487812,15,93.4,0,-1.0
740,49.5,-15,0,0.052958007640787175,1.161144358487812,15,93.4,1,7.5
741,46.0,-15,0,0.052958007640787175,1.161144358487812,15,93.4,0,-5.5
742,47.0,-15,0,0.052958007640787175,1.161144358487812,15,93.4,0,-3.0
743,45.0,-15,0,0.052958007640787175,1.161144358487812,15,93.4,0,-11.5
744,51.0,-15,0,0.052958007640787175,1.161144358487812,15,93.4,0,6.5
745,45.0,-24,-9,-0.05169793442078252,1.2965579244798358,-14,83.4,1,11.5
746,38.0,-29,-14,-0.05564323398115156,0.9819607843137256,-5,69.5,1,5.5
747,49.5,0,15,0.08550398242241153,1.1422992433487915,17,109.5,0,-7.5
748,47.0,-1,14,0.05453172205438084,1.337684806542938,-3,102.3,1,3.0
749,46.0,-16,-1,-0.00356997250650748,1.0492143877418518,3,87.0,1,5.5
750,47.0,26,21,-0.040713997269388284,0.904344193817878,13,83.5,0,-14.0
751,51.5,31,26,0.12688388447436316,0.9540775930324624,0,116.8,1,-13.5
752,41.5,14,9,0.05013857394809773,0.8224772539288668,24,93.4,1,-10.5
753,44.0,5,0,-0.05423713805011954,0.9183951965065504,-5,83.4,0,12.5
754,41.5,5,0,-0.05423713805011954,0.9183951965065504,-5,83.4,0,10.5
755,44.0,5,0,-0.05423713805011954,0.9183951965065504,-5,83.4,0,7.5
756,47.0,5,0,-0.05423713805011954,0.9183951965065504,-5,83.4,1,14.0
757,45.0,5,0,-0.05423713805011954,0.9183951965065504,-5,83.4,0,7.0
758,44.0,5,0,-0.05423713805011954,0.9183951965065504,-5,83.4,0,-1.0
759,51.5,5,0,-0.05423713805011954,0.9183951965065504,-5,83.4,0,13.5
760,39.5,5,0,-0.05423713805011954,0.9183951965065504,-5,83.4,1,6.0
761,44.0,22,17,-0.023730901276305727,1.1136517615176154,10,86.7,1,-7.5
762,44.0,17,12,-0.12058294628377253,0.8342531272994849,1,75.1,1,-12.5
763,39.5,0,-5,-0.05817187355149711,0.6955555555555556,4,69.5,0,-6.0
764,44.0,3,-2,0.004383382037578265,0.9512061403508772,3,81.8,1,1.0
765,45.0,15,10,0.07189082906884403,0.9359605911330048,9,95.5,0,-7.0
766,48.5,13,6,-0.09765921872625027,0.96463380673907,-2,83.5,1,-2.5
767,44.5,-2,-9,-0.01599098841966251,0.8858613381774145,3,82.6,0,-4.0
768,53.5,14,7,0.02409574098148415,1.0670229347584057,7,103.0,0,-6.0
769,48.5,3,-4,-0.05033455955669264,0.9198376458650432,0,79.2,0,2.5
770,47.0,7,0,0.020493041986471283,0.9944297859865142,-7,97.4,1,3.5
771,44.5,7,0,0.020493041986471283,0.9944297859865142,-7,97.4,1,4.0
772,50.0,7,0,0.020493041986471283,0.9944297859865142,-7,97.4,0,-1.0
773,49.0,7,0,0.020493041986471283,0.9944297859865142,-7,97.4,1,3.0
774,53.5,7,0,0.020493041986471283,0.9944297859865142,-7,97.4,1,6.0
775,48.5,7,0,0.020493041986471283,0.9944297859865142,-7,97.4,0,2.5
776,48.5,7,0,0.020493041986471283,0.9944297859865142,-7,97.4,1,-2.5
777,49.0,7,0,0.020493041986471283,0.9944297859865142,-7,97.4,1,-3.0
778,50.0,-1,-8,-0.005855279757088439,0.8317460317460318,-1,93.3,1,1.0
779,47.0,-7,-14,-0.04050106729580938,0.7883863763260748,10,86.0,0,-3.5
780,49.0,-10,-17,-0.0552389140815317,1.0146198830409356,-12,81.8,0,3.0
781,49.0,-5,-12,-0.015994969731183528,0.8814150473343298,4,91.8,0,-3.0
782,48.5,25,-4,-0.08715415990957798,1.0587444220306867,-12,83.5,0,-3.0
783,58.5,30,1,0.07233011143625667,1.1169688894038583,-25,116.8,0,-7.5
784,51.5,18,-11,0.029274957846386233,1.034809377219986,-5,93.2,0,-7.0
785,54.5,29,0,0.07823465686967168,1.0516783385655641,-29,102.5,1,4.0
786,54.0,29,0,0.07823465686967168,1.0516783385655641,-29,102.5,1,3.5
787,51.5,29,0,0.07823465686967168,1.0516783385655641,-29,102.5,1,7.0
788,53.0,29,0,0.07823465686967168,1.0516783385655641,-29,102.5,1,-5.0
789,53.5,29,0,0.07823465686967168,1.0516783385655641,-29,102.5,1,3.5
790,52.0,29,0,0.07823465686967168,1.0516783385655641,-29,102.5,0,2.0
791,48.5,29,0,0.07823465686967168,1.0516783385655641,-29,102.5,1,3.0
792,58.5,29,0,0.07823465686967168,1.0516783385655641,-29,102.5,1,7.5
793,53.0,4,-25,-0.10002262955419794,1.0751943763979126,-30,83.4,0,5.0
794,53.5,16,-13,-0.16315655924892158,0.9766865880579336,-24,75.1,0,-3.5
795,54.5,5,-24,-0.029330572808833662,0.8653021203578871,0,86.0,0,-4.0
796,54.0,22,-7,-0.07353585112205796,0.9253584998161541,-27,87.6,0,-3.5
797,52.0,12,-17,-0.05434722908771361,0.8700802239810478,-13,87.0,1,-2.0
798,48.0,8,0,-0.057253041975664276,1.2057922584238374,-8,83.5,0,-5.0
799,42.5,8,0,-0.057253041975664276,1.2057922584238374,-8,83.5,1,-3.5
800,45.5,8,0,-0.057253041975664276,1.2057922584238374,-8,83.5,0,2.5
801,40.0,8,0,-0.057253041975664276,1.2057922584238374,-8,83.5,0,2.0
802,49.0,8,0,-0.057253041975664276,1.2057922584238374,-8,83.5,0,4.0
803,44.0,8,0,-0.057253041975664276,1.2057922584238374,-8,83.5,0,-2.0
804,43.5,8,0,-0.057253041975664276,1.2057922584238374,-8,83.5,1,9.0
805,39.0,8,0,-0.057253041975664276,1.2057922584238374,-8,83.5,1,-7.0
806,49.0,13,5,0.10745528560911176,1.2721034573766166,-21,116.8,1,-4.0
807,43.5,-4,-12,0.03203314056027229,1.0966363385718223,3,93.4,0,-9.0
808,42.5,-13,-21,-0.07054303036044153,1.2245269286754004,-26,83.4,0,3.5
809,48.0,4,-4,-0.04056275144735555,1.4848690153568205,-11,86.7,1,5.0
810,45.5,-1,-9,-0.13574497087859885,1.1123375030659797,-20,75.1,1,-2.5
811,39.0,-18,-26,-0.0744099271086428,0.9274074074074072,-17,69.5,0,7.0
812,40.0,-9,-17,0.11957166587565272,0.8808479532163742,0,97.7,1,-2.0
813,44.0,-3,-11,0.053410365169908935,1.2479474548440066,-12,95.5,1,2.0
814,51.0,20,3,0.0748100055362626,1.1448931116389551,-23,116.8,0,-3.0
815,59.5,20,3,0.0748100055362626,1.1448931116389551,-23,116.8,1,-6.5
816,52.5,16,-1,0.038414190588103685,1.2004008016032064,-1,103.0,0,-5.5
817,47.5,-4,-21,-0.09032466971764086,1.0401785714285714,-21,79.5,0,3.5
818,47.5,5,-12,-0.03705676119469215,1.0348173515981736,-8,79.2,0,-4.0
819,49.0,7,-10,-0.05996889746889755,1.1486344537815123,-12,93.7,1,3.0
820,48.5,9,-8,0.03476112026359135,1.1187335092348285,-15,97.4,1,-3.0
821,50.0,1,-16,0.008044408044408202,0.9357142857142856,-9,93.3,0,3.5
822,43.0,-2,-19,0.08656922228350816,0.7927631578947368,-2,97.7,1,2.0
823,40.0,-8,-25,-0.042029686215732776,1.1414473684210529,-20,81.8,1,4.5
824,47.5,17,0,0.003108108108108132,1.1370320855614973,-17,102.3,1,-3.5
825,43.0,17,0,0.003108108108108132,1.1370320855614973,-17,102.3,0,-2.0
826,51.0,17,0,0.003108108108108132,1.1370320855614973,-17,102.3,1,3.0
827,49.0,17,0,0.003108108108108132,1.1370320855614973,-17,102.3,0,-3.0
828,48.5,17,0,0.003108108108108132,1.1370320855614973,-17,102.3,0,3.0
829,47.5,17,0,0.003108108108108132,1.1370320855614973,-17,102.3,1,4.0
830,40.0,17,0,0.003108108108108132,1.1370320855614973,-17,102.3,0,-4.5
831,50.0,17,0,0.003108108108108132,1.1370320855614973,-17,102.3,1,-3.5
832,52.5,17,0,0.003108108108108132,1.1370320855614973,-17,102.3,1,5.5
833,59.5,17,0,0.003108108108108132,1.1370320855614973,-17,102.3,0,6.5
834,44.5,-4,-11,0.07967791927767688,0.8858613381774145,1,82.6,1,-3.0
835,43.0,-13,-20,-0.055727866904337515,0.9580010632642212,-18,67.6,1,3.5
836,43.5,-1,-8,0.08383765028645196,0.8773090708574579,7,93.4,1,-5.5
837,44.5,7,0,0.007597694492705642,1.1878952122854562,-7,86.7,0,3.0
838,41.0,7,0,0.007597694492705642,1.1878952122854562,-7,86.7,1,3.5
839,41.5,7,0,0.007597694492705642,1.1878952122854562,-7,86.7,1,-2.5
840,46.0,7,0,0.007597694492705642,1.1878952122854562,-7,86.7,0,-2.5
841,43.5,7,0,0.007597694492705642,1.1878952122854562,-7,86.7,0,5.5
842,48.0,7,0,0.007597694492705642,1.1878952122854562,-7,86.7,1,2.5
843,48.5,7,0,0.007597694492705642,1.1878952122854562,-7,86.7,0,3.0
844,43.0,7,0,0.007597694492705642,1.1878952122854562,-7,86.7,0,-3.5
845,41.5,-15,-22,-0.027948492829967697,0.7419259259259259,-13,69.5,0,2.5
846,41.0,14,7,0.11733808674985148,0.8630705394190872,9,109.5,0,-3.5
847,48.5,10,3,0.061921524762030174,0.9841269841269842,-10,95.3,1,-3.0
848,48.0,-7,-14,0.07967355088867989,0.8814150473343298,2,91.8,0,-2.5
849,46.0,0,-7,0.10628793795645453,0.9983579638752051,-8,95.5,1,2.5
850,46.0,-11,-10,0.0012021693164643301,0.9270641911158988,2,82.6,1,3.5
851,49.5,2,3,-0.018894042354294812,0.9256837436743051,-11,94.5,0,8.5
852,45.5,-3,-2,0.03520713756934213,0.9866787085120796,4,93.2,0,-2.5
853,46.5,-6,-5,-0.03374147197117605,0.9626207921843476,-1,79.2,1,4.0
854,49.0,-2,-1,0.03832366917891439,1.0406823341719336,-8,97.4,0,2.5
855,45.5,0,1,-0.06563894703035544,1.2431461523917566,-6,86.7,0,2.0
856,45.5,-21,-20,-0.0768746499280184,1.1375415282392027,-19,77.4,0,8.5
857,50.0,7,8,0.03612502982581711,0.9032133552060214,10,109.5,1,-5.5
858,49.0,-1,0,-0.010067114093959773,1.0007391823506,1,93.9,1,-2.5
859,46.5,-1,0,-0.010067114093959773,1.0007391823506,1,93.9,0,-4.0
860,49.5,-1,0,-0.010067114093959773,1.0007391823506,1,93.9,0,-7.5
861,46.0,-1,0,-0.010067114093959773,1.0007391823506,1,93.9,0,-3.5
862,45.5,-1,0,-0.010067114093959773,1.0007391823506,1,93.9,1,-8.5
863,49.5,-1,0,-0.010067114093959773,1.0007391823506,1,93.9,1,-8.5
864,45.5,-1,0,-0.010067114093959773,1.0007391823506,1,93.9,1,-2.0
865,45.5,-1,0,-0.010067114093959773,1.0007391823506,1,93.9,1,-3.0
866,45.5,-1,0,-0.010067114093959773,1.0007391823506,1,93.9,1,2.5
867,50.0,-1,0,-0.010067114093959773,1.0007391823506,1,93.9,0,5.5
868,45.5,-14,-13,0.001198118441233742,0.9224110960475546,3,91.8,0,3.0
869,49.5,-7,-6,0.025878054551357055,1.0447932180089357,-7,95.5,1,7.5
870,44.0,9,10,0.011731101424794057,0.8666034829996447,22,82.6,1,-7.5
871,41.0,14,15,-0.023580017319458912,0.8998411753027596,19,79.2,1,-3.5
872,44.5,16,17,-0.046812817345958664,0.9988125685056632,15,93.7,0,-7.5
873,47.5,18,19,0.04924298173565833,0.9728117471607204,12,97.4,1,-7.5
874,43.0,20,21,-0.055812935468573466,1.162071403322729,14,86.7,1,-10.5
875,41.0,-1,0,-0.06716679627342459,1.0633540372670809,1,77.4,0,3.5
876,42.5,-1,0,-0.06716679627342459,1.0633540372670809,1,77.4,1,10.0
877,47.5,-1,0,-0.06716679627342459,1.0633540372670809,1,77.4,0,7.5
878,44.5,-1,0,-0.06716679627342459,1.0633540372670809,1,77.4,1,7.5
879,46.5,-1,0,-0.06716679627342459,1.0633540372670809,1,77.4,0,11.0
880,44.0,-1,0,-0.06716679627342459,1.0633540372670809,1,77.4,0,7.5
881,43.0,-1,0,-0.06716679627342459,1.0633540372670809,1,77.4,0,10.5
882,41.5,-1,0,-0.06716679627342459,1.0633540372670809,1,77.4,0,3.0
883,41.5,19,20,0.00034330696477957723,0.935473583501648,21,93.9,0,-3.0
884,46.5,6,7,0.01172700794938586,0.8622538506531489,23,91.8,1,-11.0
885,42.5,13,14,0.0366664854185923,0.9766545298779182,13,95.5,0,-10.0
886,42.0,-13,3,0.025127389287486368,0.9059945504087192,15,82.6,1,-3.5
887,46.0,3,19,0.06688920627539541,1.0912734560029151,19,103.0,1,2.5
888,41.5,-20,-4,-0.0562781482466681,0.9265350877192984,13,73.3,0,-3.0
889,42.0,-22,-6,-0.10343704423918333,0.9797738147020444,-4,67.6,0,1.0
890,41.5,-23,-7,-0.05481519207009411,1.1116883116883116,-6,77.4,0,5.0
891,48.0,5,21,0.060884783665532176,0.8826857789513392,23,109.5,1,-7.5
892,49.5,-18,-2,-0.0004068821204371576,0.8063042485153037,22,86.0,1,-0.0
893,48.0,-3,13,0.01358880953235464,0.9779951100244498,14,93.9,1,-3.0
894,42.0,-16,0,0.02512324161054691,0.9014472075010193,16,91.8,0,-1.0
895,48.0,-16,0,0.02512324161054691,0.9014472075010193,16,91.8,0,3.0
896,46.0,-16,0,0.02512324161054691,0.9014472075010193,16,91.8,0,-2.5
897,48.0,-16,0,0.02512324161054691,0.9014472075010193,16,91.8,0,7.5
898,49.5,-16,0,0.02512324161054691,0.9014472075010193,16,91.8,0,-0.0
899,42.0,-16,0,0.02512324161054691,0.9014472075010193,16,91.8,0,3.5
900,41.5,-16,0,0.02512324161054691,0.9014472075010193,16,91.8,1,-5.0
901,41.5,-16,0,0.02512324161054691,0.9014472075010193,16,91.8,1,3.0
902,41.5,-3,-4,0.03832762374335652,0.8304950045413261,8,82.6,1,-3.5
903,40.0,-12,-13,-0.09189229249011864,0.8981259968102073,-11,67.6,0,2.5
904,44.0,0,-1,0.042328042328042326,0.8224772539288668,14,93.4,0,-10.5
905,44.5,8,7,-0.03099201981287847,1.1136517615176154,0,86.7,0,-4.5
906,38.5,-14,-15,-0.06517683322517842,0.6955555555555556,-6,69.5,0,1.0
907,42.0,15,14,0.07454545454545447,0.8091286307053942,16,109.5,1,-5.5
908,47.5,7,6,0.02664046542165166,0.8964955175224125,7,93.9,1,-11.0
909,49.0,9,8,-0.03364411544227885,0.7904103852596316,-12,87.6,0,-4.5
910,46.5,-6,-7,0.038323422658120165,0.8263266068759343,9,91.8,1,-7.5
911,44.0,1,0,0.06391851244189217,0.9359605911330048,-1,95.5,1,10.5
912,42.0,1,0,0.06391851244189217,0.9359605911330048,-1,95.5,0,5.5
913,46.5,1,0,0.06391851244189217,0.9359605911330048,-1,95.5,0,7.5
914,49.0,1,0,0.06391851244189217,0.9359605911330048,-1,95.5,1,4.5
915,38.5,1,0,0.06391851244189217,0.9359605911330048,-1,95.5,1,-1.0
916,41.5,1,0,0.06391851244189217,0.9359605911330048,-1,95.5,0,3.5
917,40.0,1,0,0.06391851244189217,0.9359605911330048,-1,95.5,1,-2.5
918,44.5,1,0,0.06391851244189217,0.9359605911330048,-1,95.5,1,4.5
919,47.5,1,0,0.06391851244189217,0.9359605911330048,-1,95.5,0,11.0
920,41.0,-9,-5,0.07368192935203255,0.9491371480472298,7,82.6,0,-5.0
921,44.0,7,11,0.11742176959568253,1.1432388586697204,11,103.0,1,-5.0
922,43.0,-4,0,0.03620862241551892,0.9855403348554034,4,79.2,1,3.0
923,46.0,-4,0,0.03620862241551892,0.9855403348554034,4,79.2,0,-3.5
924,45.0,-4,0,0.03620862241551892,0.9855403348554034,4,79.2,0,-3.0
925,44.0,-4,0,0.03620862241551892,0.9855403348554034,4,79.2,0,5.0
926,42.5,-4,0,0.03620862241551892,0.9855403348554034,4,79.2,0,3.0
927,43.0,-4,0,0.03620862241551892,0.9855403348554034,4,79.2,0,6.5
928,42.0,-4,0,0.03620862241551892,0.9855403348554034,4,79.2,0,1.5
929,41.0,-4,0,0.03620862241551892,0.9855403348554034,4,79.2,1,5.0
930,43.0,-6,-2,0.07781855930004067,0.9399740044901336,13,93.4,1,-6.5
931,45.0,0,4,0.11349075599487456,1.065460484985551,-3,97.4,1,3.0
932,46.0,-8,-4,0.08474130696352923,0.8911564625850341,3,93.3,1,3.5
933,42.5,-14,-10,0.04693824259041657,0.8446996889207944,14,86.0,1,-3.0
934,43.0,-17,-13,0.030857333182914507,1.087092731829574,-8,81.8,0,-3.0
935,42.0,-12,-8,0.07367758522287815,0.9443732650010676,8,91.8,1,-1.5
936,42.0,-12,0,0.012735930010257412,1.077398924810369,12,82.6,1,-4.5
937,45.0,-12,0,0.012735930010257412,1.077398924810369,12,82.6,0,-2.0
938,42.5,-12,0,0.012735930010257412,1.077398924810369,12,82.6,0,3.5
939,40.0,-12,0,0.012735930010257412,1.077398924810369,12,82.6,0,2.5
940,44.5,-12,0,0.012735930010257412,1.077398924810369,12,82.6,0,7.0
941,45.0,-12,0,0.012735930010257412,1.077398924810369,12,82.6,0,6.0
942,46.5,-12,0,0.012735930010257412,1.077398924810369,12,82.6,1,5.5
943,40.5,-12,0,0.012735930010257412,1.077398924810369,12,82.6,0,-2.5
944,44.5,4,16,0.053992941585730536,1.2977305963277903,16,103.0,1,-7.0
945,45.0,-16,-4,-0.0766773162939296,1.1245173745173744,-4,79.5,0,2.0
946,40.0,-21,-9,-0.1142744518354275,1.1651364282943228,-7,67.6,1,-2.5
947,42.0,-22,-10,-0.06624032730627137,1.322007722007722,-9,77.4,0,4.5
948,45.0,6,18,0.04806109879280607,1.0496803857799708,20,109.5,1,-6.0
949,42.5,-17,-5,-0.012489690114292462,0.9588482955317126,19,86.0,1,-3.5
950,46.5,-2,10,0.0013368254487913234,1.1630212119209675,11,93.9,0,-5.5
951,40.5,-15,-3,0.01273183246930154,1.0719912737849957,13,91.8,1,2.5
952,47.5,-3,21,0.1488158359844467,1.333778668448007,21,103.0,0,1.0
953,42.5,-14,10,0.06532099803756664,1.149797057331304,14,79.2,1,-1.5
954,47.5,-10,14,0.1447743801984971,1.243037232483143,7,97.4,0,-9.0
955,46.5,-29,-5,0.017765733212887547,1.3587301587301588,-4,77.4,0,6.5
956,44.5,-30,-6,-0.00618856934838008,0.9274074074074072,3,69.5,0,2.5
957,42.5,-21,3,0.20209059233449467,0.8808479532163742,20,97.7,1,-3.5
958,47.5,-24,0,0.07635206786850479,0.9854829704075936,24,86.0,0,-1.0
959,42.5,-24,0,0.07635206786850479,0.9854829704075936,24,86.0,0,3.5
960,49.0,-24,0,0.07635206786850479,0.9854829704075936,24,86.0,0,7.0
961,44.5,-24,0,0.07635206786850479,0.9854829704075936,24,86.0,1,-2.5
962,46.5,-24,0,0.07635206786850479,0.9854829704075936,24,86.0,1,-6.5
963,49.5,-24,0,0.07635206786850479,0.9854829704075936,24,86.0,0,6.5
964,42.5,-24,0,0.07635206786850479,0.9854829704075936,24,86.0,0,1.5
965,47.5,-24,0,0.07635206786850479,0.9854829704075936,24,86.0,1,9.0
966,46.5,-24,0,0.07635206786850479,0.9854829704075936,24,86.0,0,5.0
967,49.5,-9,15,0.09142249140612213,1.19532735669655,16,93.9,1,-6.5
968,49.0,-2,22,0.10975609756097547,1.263368983957219,5,102.3,0,-7.0
969,46.5,-2,22,0.10975609756097547,1.263368983957219,5,102.3,1,-5.0
970,45.0,19,24,0.04276391461746165,1.0912734560029151,24,103.0,1,-6.5
971,42.5,-4,1,-0.07761828814460381,0.9265350877192984,18,73.3,1,-5.5
972,47.5,16,21,-0.018164703997436527,0.904645476772616,7,94.5,1,-4.0
973,42.0,4,9,0.012266918699667341,0.8506493506493505,16,93.3,0,-7.5
974,44.0,1,6,0.09112065878983187,0.7206937799043062,23,97.7,1,-6.0
975,41.5,-2,3,-0.02301042461225522,0.8063042485153037,27,86.0,0,-7.0
976,42.5,-5,0,-0.038016926633817734,1.0376794258373203,5,81.8,0,5.5
977,45.0,-5,0,-0.038016926633817734,1.0376794258373203,5,81.8,0,6.5
978,47.5,-5,0,-0.038016926633817734,1.0376794258373203,5,81.8,0,4.0
979,46.5,-5,0,-0.038016926633817734,1.0376794258373203,5,81.8,0,7.5
980,45.0,-5,0,-0.038016926633817734,1.0376794258373203,5,81.8,0,-2.5
981,41.5,-5,0,-0.038016926633817734,1.0376794258373203,5,81.8,1,7.0
982,42.0,-5,0,-0.038016926633817734,1.0376794258373203,5,81.8,1,7.5
983,44.0,-5,0,-0.038016926633817734,1.0376794258373203,5,81.8,0,6.0
984,46.5,20,25,0.007309941520467822,1.033665532328634,8,102.3,1,-7.5
985,45.0,5,10,-0.048189967421437115,0.8107565723459763,14,87.0,1,2.5
